UID,top_rec
11915,"[{36: 3.743018136260506}, [36, 53, 61, 89, 100, 87, 34, 10, 12, 93]]"
11916,"[{38: 9.591242338177436}, [38, 55, 29, 40, 67, 31, 30, 70, 94, 87]]"
11917,"[{69: 8.79519247925095}, [69, 56, 89, 42, 45, 11, 14, 12, 72, 25]]"
11918,"[{54: 4.410444156808886}, [54, 3, 76, 38, 14, 93, 28, 45, 21, 60]]"
11919,"[{29: 7.983984185167543}, [29, 54, 68, 72, 27, 89, 12, 14, 83, 76]]"
11920,"[{55: -0.12377854693163526}, [55, 46, 1, 81, 31, 11, 66, 29, 3, 6]]"
11921,"[{1: -2.261037207140832}, [1, 89, 93, 96, 13, 53, 98, 92, 26, 22]]"
11922,"[{32: 4.168976397166723}, [32, 12, 89, 72, 14, 61, 68, 83, 76, 81]]"
11923,"[{27: 4.788700766470664}, [27, 35, 54, 81, 100, 14, 89, 34, 72, 45]]"
11924,"[{89: 3.938404966625027}, [89, 88, 96, 94, 95, 93, 50, 76, 97, 86]]"
11925,"[{68: 5.054325952128774}, [68, 61, 53, 89, 31, 72, 65, 76, 14, 93]]"
11926,"[{50: 6.209164400638054}, [50, 49, 66, 72, 12, 11, 83, 46, 88, 63]]"
11927,"[{29: 7.0186528712125575}, [29, 12, 14, 91, 6, 80, 28, 98, 100, 96]]"
11928,"[{50: 4.883680514549158}, [50, 72, 89, 76, 80, 78, 14, 83, 100, 73]]"
11929,"[{34: 5.1224705019760775}, [34, 14, 1, 69, 53, 11, 100, 87, 38, 72]]"
11930,"[{50: 2.5120670431696177}, [50, 89, 36, 3, 76, 69, 83, 72, 87, 81]]"
11931,"[{89: 3.838754089314433}, [89, 78, 72, 76, 54, 97, 93, 77, 73, 90]]"
11932,"[{89: 2.4104417807927874}, [89, 39, 28, 31, 22, 92, 82]]"
11933,"[{89: 2.95370818207473}, [89, 93, 72, 81, 76, 1, 97, 91, 83, 87]]"
11934,"[{42: 6.24101341684466}, [42, 45, 68, 53, 89, 6, 12, 72, 100, 81]]"
11935,"[{52: 4.8600740717861495}, [52, 14, 100, 98, 10, 83, 29, 36, 35, 72]]"
11936,"[{32: 3.3582469956913714}, [32, 72, 14, 56, 100, 89, 53, 2, 62, 49]]"
11937,"[{28: 6.4660755660744105}, [28, 89, 6, 12, 78, 47, 72, 56, 76, 88]]"
11938,"[{89: 5.622473655225806}, [89, 68, 49, 69, 93, 91, 76, 96, 20, 88]]"
11939,"[{62: 6.822332420993928}, [62, 6, 78, 73, 28, 39, 70, 76, 79, 77]]"
11940,"[{89: 2.69385848994605}, [89, 53, 35, 72, 54, 68, 93, 88, 69, 76]]"
11941,"[{11: 5.882770063475505}, [11, 27, 45, 89, 53, 35, 56, 12, 41, 78]]"
11942,"[{89: 4.074845249484656}, [89, 54, 72, 76, 6, 93, 31, 48, 81, 21]]"
11943,"[{38: 3.976541552107211}, [38, 89, 81, 21, 72, 88, 96, 66, 93, 76]]"
11944,"[{21: 6.537972529325871}, [21, 49, 80, 28, 69, 94, 72, 6, 79, 22]]"
11945,"[{27: 4.232829735629053}, [27, 50, 35, 31, 54, 89, 100, 46, 56, 72]]"
11946,"[{89: 0.5909907461460397}, [89, 91, 95, 93, 87, 88, 97, 72, 84, 86]]"
11947,"[{35: 4.8922759189954625}, [35, 32, 62, 69, 61, 66, 89, 21, 54, 42]]"
11948,"[{62: 9.870070323919894}, [62, 49, 54, 36, 89, 72, 12, 21, 90, 78]]"
11949,"[{68: 4.125634644167822}, [68, 32, 50, 93, 76, 72, 63, 91, 96, 61]]"
11950,"[{29: 5.193855730373585}, [29, 36, 72, 49, 89, 14, 11, 68, 6, 76]]"
11951,"[{29: 5.553300797198779}, [29, 83, 98, 31, 32, 14, 11, 26, 39, 52]]"
11952,"[{62: 5.996775834806105}, [62, 21, 35, 89, 72, 83, 31, 76, 78, 39]]"
11953,"[{72: 2.3622335474779916}, [72, 89, 76, 93, 87, 53, 98, 78, 73, 88]]"
11954,"[{89: 1.653394706923164}, [89, 54, 69, 72, 56, 31, 42, 48, 83, 87]]"
11955,"[{29: 6.7917831480910085}, [29, 39, 100, 61, 36, 40, 45, 83, 72, 98]]"
11956,"[{31: 7.239193549066084}, [31, 21, 14, 25, 52, 69, 41, 23, 70, 1]]"
11957,"[{89: -0.07180598958360451}, [89, 93, 68, 72, 91, 76, 61, 87, 97, 83]]"
11958,"[{89: 0.9129514272573885}, [89, 76, 93, 78, 96, 77, 73, 92, 90, 47]]"
11959,"[{10: 4.89721874493275}, [10, 94, 55, 9, 89, 60, 48, 86, 36, 23]]"
11960,"[{93: 5.271295594919938}, [93, 96, 88, 83, 73, 85, 80, 6, 97, 39]]"
11961,"[{32: 6.120226327027698}, [32, 14, 89, 6, 72, 34, 76, 22, 38, 83]]"
11962,"[{68: 4.156791700649161}, [68, 32, 54, 90, 92, 27, 48, 12, 10, 38]]"
11963,"[{14: 5.423819917137079}, [14, 89, 72, 83, 93, 39, 98, 76, 48, 12]]"
11964,"[{50: 5.514711482539969}, [50, 89, 54, 35, 5, 49, 7, 72, 100, 78]]"
11965,"[{69: 5.745775848560491}, [69, 36, 54, 26, 56, 12, 14, 72, 39, 6]]"
11966,"[{50: 7.897948509289029}, [50, 29, 36, 21, 53, 56, 40, 89, 48, 10]]"
11967,"[{27: 3.8860998387466053}, [27, 69, 76, 72, 6, 68, 78, 93, 92, 73]]"
11968,"[{89: 0.880150053165125}, [89, 87, 93, 76, 88, 91, 29, 81, 31, 34]]"
11969,"[{53: 7.185396334694822}, [53, 11, 46, 12, 39, 28, 45, 38, 14, 89]]"
11970,"[{100: 3.8186057225968013}, [100, 73, 35, 85, 78, 39, 26, 68, 51, 77]]"
11971,"[{1: 0.4624524132566772}, [1, 35, 10, 17, 96, 83, 13, 23, 82, 68]]"
11972,"[{54: 6.156190799368149}, [54, 89, 66, 76, 72, 93, 42, 88, 91, 96]]"
11973,"[{98: 0.20030330743618696}, [98, 41, 26, 22, 29, 53, 54, 1, 35, 95]]"
11974,"[{50: 2.060950975198341}, [50, 89, 36, 72, 93, 68, 88, 91, 97, 76]]"
11975,"[{35: 8.7901912249306}, [35, 56, 53, 25, 66, 2, 48, 11, 100, 37]]"
11976,"[{50: 1.5685129093944823}, [50, 36, 66, 27, 31, 72, 11, 67, 76, 81]]"
11977,"[{89: 3.6579690983928064}, [89, 72, 92, 93, 36, 71, 81, 39, 48, 63]]"
11978,"[{89: 3.578141067508639}, [89, 91, 94, 86, 93, 76, 66, 90, 88, 96]]"
11979,"[{27: 1.5270993824142427}, [27, 89, 49, 72, 21, 6, 66, 93, 42, 76]]"
11980,"[{62: 5.33083511116914}, [62, 76, 96, 81, 46, 80, 26, 45, 28, 55]]"
11981,"[{93: 1.1433143657417997}, [93, 72, 96, 32, 91, 76, 94, 97, 95, 78]]"
11982,"[{100: 4.389647089282401}, [100, 31, 50, 98, 40, 12, 83, 81, 72, 73]]"
11983,"[{61: 6.127951644742744}, [61, 35, 89, 48, 78, 28, 65, 100, 85, 88]]"
11984,"[{89: 1.1272899284280054}, [89, 81, 72, 87, 1, 93, 88, 10, 91, 83]]"
11985,"[{89: -3.1769849604881992}, [89, 87, 93, 83, 81, 72, 53, 98, 97, 91]]"
11986,"[{72: -1.7141610202997828}, [72, 21, 81, 78, 83, 31, 73, 86, 100, 85]]"
11987,"[{50: 5.215400452677509}, [50, 72, 76, 89, 54, 87, 21, 93, 88, 1]]"
11988,"[{50: 2.0923052656304546}, [50, 89, 29, 81, 65, 91, 87, 72, 76, 93]]"
11989,"[{29: 5.099482438837951}, [29, 50, 89, 62, 72, 97, 76, 31, 88, 61]]"
11990,"[{89: 4.976445009897353}, [89, 96, 28, 95, 94, 62, 97, 86, 88, 90]]"
11991,"[{11: 5.871627974765747}, [11, 1, 50, 36, 82, 88, 61, 86, 83, 23]]"
11992,"[{12: 7.749872985023746}, [12, 34, 25, 47, 61, 68, 50, 9, 89, 1]]"
11993,"[{81: 0.9998522382563371}, [81, 53, 31, 34, 10, 72, 55, 22, 69, 87]]"
11994,"[{27: 8.434495468560769}, [27, 47, 80, 100, 25, 26, 78, 42, 73, 21]]"
11995,"[{38: 6.058597460145155}, [38, 29, 65, 69, 66, 48, 40, 2, 23, 70]]"
11996,"[{50: 5.708332038876499}, [50, 65, 100, 2, 25, 11, 22, 52, 98, 72]]"
11997,"[{29: 3.992498146962315}, [29, 89, 35, 36, 93, 56, 87, 97, 6, 11]]"
11998,"[{32: 3.7618019206605133}, [32, 89, 10, 27, 66, 48, 1, 72, 93, 97]]"
11999,"[{89: 0.06885747584565372}, [89, 93, 32, 36, 96, 97, 88, 72, 66, 94]]"
12000,"[{89: 4.4193048875330865}, [89, 53, 49, 68, 93, 76, 72, 96, 91, 83]]"
12001,"[{26: 6.756883279973468}, [26, 52, 65, 25, 46, 100, 51, 3, 45, 34]]"
12002,"[{28: 6.1271164983018735}, [28, 10, 50, 22, 53, 65, 11, 95, 97, 96]]"
12003,"[{49: 1.016879826264033}, [49, 72, 83, 66, 39, 93, 19, 48, 76, 91]]"
12004,"[{31: 6.113370713122332}, [31, 36, 7, 48, 40, 32, 97, 14, 84, 65]]"
12005,"[{89: 9.461764968193231}, [89, 77, 47, 28, 76, 54, 85, 66, 98, 20]]"
12006,"[{89: -1.7451547123539846}, [89, 94, 96, 95, 60, 86, 91, 87, 88, 93]]"
12007,"[{50: 7.181123257021665}, [50, 62, 38, 10, 89, 48, 11, 31, 2, 55]]"
12008,"[{89: 2.784594879520004}, [89, 91, 88, 62, 32, 76, 93, 94, 96, 97]]"
12009,"[{81: 3.615998106690926}, [81, 89, 60, 7, 91, 94, 10, 95, 1, 88]]"
12010,"[{39: 10.0}, [39, 21, 83, 100, 77, 65, 90, 51, 75, 27]]"
12011,"[{89: 4.5849031799634785}, [89, 32, 76, 28, 54, 97, 96, 93, 23, 91]]"
12012,"[{78: 5.46517369289583}, [78, 17, 36, 89, 54, 49, 12, 66, 26, 70]]"
12013,"[{89: 3.8845990503746672}, [89, 66, 93, 6, 72, 91, 78, 88, 76, 11]]"
12014,"[{35: 4.568835408026035}, [35, 54, 62, 65, 81, 66, 26, 86, 78, 73]]"
12015,"[{81: 2.7535838684335676}, [81, 10, 72, 88, 31, 87, 1, 78, 93, 46]]"
12016,"[{46: 4.330689462291199}, [46, 89, 34, 26, 72, 47, 81, 83, 93, 40]]"
12017,"[{89: 0.644351578033669}, [89, 29, 81, 60, 87, 95, 88, 93, 94, 72]]"
12018,"[{55: 4.483807485817494}, [55, 21, 25, 46, 67, 23, 81, 41, 50, 57]]"
12019,"[{68: 5.9841398812454125}, [68, 89, 96, 92, 88, 76, 95, 94, 93, 27]]"
12020,"[{32: 6.458497187135524}, [32, 27, 69, 82, 56, 12, 40, 80, 98, 38]]"
12021,"[{54: 4.537183850533033}, [54, 68, 11, 23, 1, 66, 7, 82, 76, 88]]"
12022,"[{32: 6.4561574927349215}, [32, 35, 89, 48, 27, 8, 47, 21, 72, 82]]"
12023,"[{86: 6.414110973913677}, [86, 90, 94, 60, 10, 89, 64, 84, 63, 82]]"
12024,"[{68: 4.431657181298356}, [68, 36, 89, 8, 63, 23, 53, 97, 22, 1]]"
12025,"[{27: 5.9290884797822}, [27, 50, 26, 39, 56, 89, 53, 76, 10, 85]]"
12026,"[{89: 3.8471458470900717}, [89, 72, 62, 100, 31, 83, 68, 93, 11, 88]]"
12027,"[{29: 6.017037924449152}, [29, 100, 83, 72, 69, 61, 80, 76, 78, 89]]"
12028,"[{49: 1.6293302793478277}, [49, 68, 78, 50, 73, 76, 72, 80, 79, 77]]"
12029,"[{65: 8.890196514173143}, [65, 50, 83, 76, 80, 26, 72, 98, 77, 79]]"
12030,"[{83: 7.3105501109485855}, [83, 69, 72, 31, 89, 100, 65, 61, 78, 80]]"
12031,"[{50: 4.068375563151231}, [50, 35, 89, 21, 72, 76, 91, 28, 93, 83]]"
12032,"[{35: 0.7962713387745437}, [35, 81, 54, 93, 56, 68, 87, 3, 46, 61]]"
12033,"[{89: 4.941010193048011}, [89, 6, 28, 76, 93, 70, 72, 78, 79, 88]]"
12034,"[{89: 2.551561854000123}, [89, 97, 76, 93, 72, 78, 83, 91, 77, 94]]"
12035,"[{89: 0.7329825641860288}, [89, 35, 72, 81, 83, 76, 27, 93, 98, 21]]"
12036,"[{89: 3.605250967265461}, [89, 65, 69, 29, 28, 70, 38, 94, 10, 86]]"
12037,"[{89: -0.11008116051309802}, [89, 87, 93, 91, 96, 53, 88, 72, 76, 81]]"
12038,"[{27: 5.326096256289866}, [27, 36, 89, 62, 50, 9, 93, 94, 95, 91]]"
12039,"[{27: 5.728158880253566}, [27, 36, 100, 53, 89, 85, 72, 81, 78, 48]]"
12040,"[{29: 10.0}, [29, 35, 14, 100, 65, 11, 62, 48, 40, 77]]"
12041,"[{54: 9.373644856244617}, [54, 36, 53, 31, 62, 27, 12, 66, 72, 68]]"
12042,"[{89: 4.464180343592432}, [89, 72, 83, 68, 34, 76, 11, 93, 39, 98]]"
12043,"[{73: 9.225010959818386}, [73, 76, 69, 50, 92, 56, 96, 48, 23, 97]]"
12044,"[{50: 4.333775287509909}, [50, 31, 66, 89, 69, 29, 10, 72, 76, 87]]"
12045,"[{61: 5.655666562537264}, [61, 27, 83, 72, 93, 28, 31, 91, 76, 97]]"
12046,"[{89: 4.002928775987051}, [89, 68, 49, 54, 93, 28, 76, 90, 95, 88]]"
12047,"[{69: 6.213737829043006}, [69, 50, 36, 2, 32, 62, 96, 66, 91, 68]]"
12048,"[{50: 1.983369653069336}, [50, 31, 89, 36, 72, 21, 76, 83, 66, 100]]"
12049,"[{53: 3.2701455205003986}, [53, 73, 42, 72, 96, 35, 32, 85, 12, 79]]"
12050,"[{89: -2.287303805922475}, [89, 76, 93, 83, 87, 91, 77, 72, 96, 95]]"
12051,"[{72: 7.5406917467459555}, [72, 68, 61, 53, 96, 54, 28, 90, 85, 12]]"
12052,"[{21: 4.762818399449449}, [21, 83, 56, 65, 42, 69, 72, 62, 3, 66]]"
12053,"[{2: 5.279818912798072}, [2, 21, 31, 11, 42, 1, 52, 87, 38, 17]]"
12054,"[{89: 3.8256884190740506}, [89, 91, 86, 62, 88, 93, 95, 96, 87, 92]]"
12055,"[{46: 3.354490148899839}, [46, 2, 31, 66, 11, 65, 12, 96, 93, 14]]"
12056,"[{66: 0.4520213627246583}, [66, 68, 53, 48, 22, 88, 46, 34, 96, 26]]"
12057,"[{54: 9.377120965353935}, [54, 89, 35, 49, 23, 56, 50, 93, 76, 95]]"
12058,"[{35: 6.944282412217735}, [35, 50, 65, 36, 66, 14, 72, 93, 76, 83]]"
12059,"[{72: 2.0250122742379846}, [72, 27, 35, 42, 80, 93, 96, 88, 19, 100]]"
12060,"[{27: 4.194056506831759}, [27, 35, 36, 32, 89, 72, 93, 49, 76, 56]]"
12061,"[{89: 3.9797614497353786}, [89, 53, 76, 83, 87, 63, 96, 56, 85, 15]]"
12062,"[{27: 5.5340156764078925}, [27, 100, 89, 52, 50, 72, 81, 54, 80, 51]]"
12063,"[{89: 5.981322639524671}, [89, 10, 35, 32, 45, 94, 49, 42, 53, 81]]"
12064,"[{89: 4.674189219978825}, [89, 78, 73, 90, 76, 79, 96, 93, 94, 84]]"
12065,"[{68: 4.221508853529588}, [68, 54, 88, 48, 66, 53, 10, 59, 14, 43]]"
12066,"[{69: 1.2378239866427982}, [69, 31, 68, 87, 38, 47, 22, 28, 2, 67]]"
12067,"[{83: 5.659554337181016}, [83, 76, 77, 93, 84, 50, 68, 35, 95, 36]]"
12068,"[{89: 1.2792728532920754}, [89, 72, 53, 76, 36, 21, 83, 93, 49, 42]]"
12069,"[{80: 5.723145235637505}, [80, 53, 100, 14, 85, 26, 84, 48, 95, 41]]"
12070,"[{89: 4.318300079704599}, [89, 32, 68, 88, 69, 96, 93, 91, 72, 92]]"
12071,"[{65: 1.9403127666177087}, [65, 66, 54, 46, 89, 91, 61, 56, 5, 34]]"
12072,"[{29: 8.124640596960766}, [29, 31, 72, 68, 40, 87, 47, 81, 52, 45]]"
12073,"[{83: 3.743803281581022}, [83, 75, 98, 100, 11, 81, 2, 21, 40, 85]]"
12074,"[{62: 4.762991238311298}, [62, 89, 76, 88, 72, 56, 47, 42, 96, 97]]"
12075,"[{50: 5.819459180387403}, [50, 31, 61, 12, 6, 78, 56, 40, 45, 47]]"
12076,"[{47: 8.879192696354643}, [47, 89, 29, 42, 72, 76, 78, 88, 93, 81]]"
12077,"[{66: 0.6793244284797497}, [66, 92, 27, 80, 79, 3, 40, 46, 65, 38]]"
12078,"[{56: 6.389986002213449}, [56, 89, 48, 72, 84, 83, 97, 95, 93, 71]]"
12079,"[{11: 2.3442336574424316}, [11, 89, 1, 81, 91, 5, 34, 55, 93, 23]]"
12080,"[{35: 4.646690587004287}, [35, 53, 12, 42, 72, 34, 54, 89, 46, 81]]"
12081,"[{12: 7.5813211489586365}, [12, 69, 61, 50, 42, 11, 68, 38, 72, 28]]"
12082,"[{29: 0.6991984785855716}, [29, 27, 89, 53, 81, 35, 10, 1, 22, 72]]"
12083,"[{1: 0.41342422566812825}, [1, 65, 9, 57, 89, 81, 91, 72, 83, 76]]"
12084,"[{89: 3.330248795961067}, [89, 32, 100, 83, 78, 65, 72, 61, 73, 93]]"
12085,"[{89: 6.0037386062619}, [89, 49, 47, 28, 97, 96, 56, 1, 76, 93]]"
12086,"[{29: 7.304163801837728}, [29, 50, 56, 42, 10, 55, 11, 60, 67, 86]]"
12087,"[{61: 6.240231947181254}, [61, 21, 73, 83, 28, 47, 81, 39, 14, 87]]"
12088,"[{53: 2.90343531924679}, [53, 72, 98, 76, 32, 89, 83, 93, 39, 14]]"
12089,"[{50: 7.921926760808635}, [50, 72, 69, 89, 39, 36, 93, 54, 97, 76]]"
12090,"[{89: 1.9731676732243253}, [89, 61, 72, 76, 35, 54, 62, 93, 80, 78]]"
12091,"[{65: 4.708107278106909}, [65, 50, 89, 42, 11, 56, 21, 72, 91, 93]]"
12092,"[{48: 2.052965251118737}, [48, 68, 89, 94, 49, 86, 96, 88, 63, 90]]"
12093,"[{89: 4.7004851616148695}, [89, 54, 83, 72, 76, 65, 78, 93, 14, 100]]"
12094,"[{89: 4.100059850370594}, [89, 62, 36, 91, 93, 76, 88, 97, 61, 96]]"
12095,"[{10: -1.2657437772255333}, [10, 31, 32, 29, 11, 35, 72, 1, 48, 6]]"
12096,"[{89: 3.455290390859892}, [89, 48, 76, 53, 72, 78, 82, 27, 90, 83]]"
12097,"[{88: 6.862545581654746}, [88, 50, 83, 85, 7, 92, 19, 27, 86, 20]]"
12098,"[{89: 2.750126437628442}, [89, 93, 29, 68, 72, 76, 88, 97, 87, 91]]"
12099,"[{36: 1.6959044875038103}, [36, 1, 62, 56, 57, 68, 19, 9, 54, 24]]"
12100,"[{10: 10.0}, [10, 62, 68, 100, 35, 70, 80, 50, 91, 56]]"
12101,"[{10: 5.002424312076554}, [10, 81, 55, 35, 1, 8, 11, 72, 3, 88]]"
12102,"[{90: 6.761754100576003}, [90, 89, 28, 84, 86, 68, 94, 95, 82, 78]]"
12103,"[{34: 4.551251886773021}, [34, 31, 52, 55, 12, 50, 61, 4, 10, 80]]"
12104,"[{89: 5.108577053591185}, [89, 62, 32, 50, 76, 47, 69, 78, 72, 93]]"
12105,"[{66: 8.807477895962899}, [66, 78, 48, 73, 72, 76, 80, 42, 89, 92]]"
12106,"[{68: 3.8463969237146647}, [68, 90, 19, 63, 89, 86, 57, 18, 66, 49]]"
12107,"[{54: 9.429779462885094}, [54, 53, 36, 89, 65, 100, 85, 81, 26, 82]]"
12108,"[{81: 1.6354152609514427}, [81, 87, 83, 65, 34, 98, 76, 73, 100, 93]]"
12109,"[{89: 7.856758562262879}, [89, 36, 61, 93, 72, 38, 76, 91, 12, 92]]"
12110,"[{50: 6.92569925761528}, [50, 35, 49, 54, 5, 48, 84, 63, 46, 80]]"
12111,"[{61: 8.87080751491894}, [61, 26, 12, 29, 25, 34, 68, 72, 81, 98]]"
12112,"[{36: 5.443477246323852}, [36, 31, 65, 40, 1, 3, 2, 66, 21, 61]]"
12113,"[{50: 1.688223423427732}, [50, 32, 89, 61, 83, 21, 40, 48, 8, 2]]"
12114,"[{35: 5.4392925153857625}, [35, 50, 100, 69, 14, 36, 12, 72, 81, 52]]"
12115,"[{53: 4.986472131118166}, [53, 36, 87, 72, 98, 89, 76, 81, 93, 100]]"
12116,"[{62: 4.116692592601351}, [62, 36, 35, 68, 56, 28, 83, 72, 76, 88]]"
12117,"[{86: 1.7597603520632843}, [86, 94, 82, 84, 90, 96, 89, 93, 83, 87]]"
12118,"[{92: 4.711395235407635}, [92, 9, 76, 85, 53, 97, 62, 41, 7, 19]]"
12119,"[{50: 3.850955223225185}, [50, 89, 72, 66, 27, 76, 93, 98, 46, 87]]"
12120,"[{32: 4.418345079406697}, [32, 55, 93, 50, 48, 27, 38, 10, 80, 94]]"
12121,"[{28: 5.565826747135811}, [28, 19, 49, 89, 23, 82, 78, 66, 97, 93]]"
12122,"[{62: 6.62267376088168}, [62, 68, 54, 66, 72, 89, 39, 6, 12, 76]]"
12123,"[{83: 5.463994624106933}, [83, 27, 100, 89, 72, 81, 76, 98, 68, 56]]"
12124,"[{89: -0.26410578843411203}, [89, 81, 72, 83, 15, 93, 78, 91, 73, 87]]"
12125,"[{36: 1.261519152870748}, [36, 1, 60, 10, 2, 81, 89, 31, 3, 11]]"
12126,"[{68: 4.475141966106208}, [68, 78, 76, 90, 82, 91, 92, 38, 80, 35]]"
12127,"[{32: 7.734706572696883}, [32, 72, 83, 28, 26, 76, 53, 30, 75, 5]]"
12128,"[{38: 7.266192797846568}, [38, 25, 27, 47, 11, 26, 45, 68, 87, 55]]"
12129,"[{45: 3.2461393357231945}, [45, 61, 81, 53, 100, 89, 10, 1, 25, 21]]"
12130,"[{62: 4.707769762564169}, [62, 78, 42, 68, 19, 27, 80, 54, 73, 72]]"
12131,"[{89: 3.98264384672573}, [89, 96, 95, 93, 92, 36, 87, 84, 90, 94]]"
12132,"[{89: -0.20288015474998877}, [89, 81, 5, 95, 78, 87, 76, 77, 72, 93]]"
12133,"[{24: 1.5896848422250875}, [24, 10, 67, 43, 3, 94, 86, 41, 95, 33]]"
12134,"[{94: 6.012491902723186}, [94, 68, 28, 97, 95, 84, 47, 72, 77, 54]]"
12135,"[{89: 1.6940480660143438}, [89, 87, 81, 83, 88, 72, 76, 95, 96, 97]]"
12136,"[{49: 0.02070958077797247}, [49, 83, 35, 98, 76, 56, 14, 48, 78, 61]]"
12137,"[{72: 2.876668260640387}, [72, 93, 83, 89, 73, 96, 81, 76, 87, 78]]"
12138,"[{29: 4.193965327577786}, [29, 50, 2, 26, 53, 40, 83, 55, 12, 93]]"
12139,"[{89: 3.9318557033808634}, [89, 56, 62, 65, 93, 10, 91, 88, 95, 72]]"
12140,"[{27: 2.930939565679678}, [27, 61, 29, 72, 42, 80, 6, 83, 93, 56]]"
12141,"[{62: 5.519063570938242}, [62, 27, 50, 65, 89, 72, 42, 28, 76, 45]]"
12142,"[{69: 6.20131907623573}, [69, 36, 68, 26, 27, 89, 46, 72, 34, 93]]"
12143,"[{89: 2.3845912827975577}, [89, 72, 76, 81, 87, 93, 83, 78, 73, 80]]"
12144,"[{89: 3.256133627658719}, [89, 62, 32, 72, 93, 90, 76, 91, 96, 97]]"
12145,"[{53: 3.102395051874306}, [53, 29, 32, 5, 49, 39, 14, 10, 68, 17]]"
12146,"[{89: 0.340419787958975}, [89, 72, 93, 76, 87, 50, 88, 97, 91, 81]]"
12147,"[{89: 1.6973558351437263}, [89, 76, 65, 72, 87, 91, 94, 83, 36, 88]]"
12148,"[{50: 6.464990184210848}, [50, 36, 61, 31, 65, 93, 12, 97, 6, 100]]"
12149,"[{72: 4.6025028305011055}, [72, 73, 76, 2, 87, 96, 80, 78, 93, 52]]"
12150,"[{36: 7.000748613649318}, [36, 81, 89, 72, 26, 12, 83, 55, 93, 87]]"
12151,"[{97: 4.574866811844489}, [97, 36, 6, 53, 87, 56, 92, 64, 80, 71]]"
12152,"[{9: 2.6557849872104637}, [9, 22, 55, 86, 95, 94, 43, 50, 87, 75]]"
12153,"[{62: 3.4838798434833134}, [62, 66, 89, 35, 93, 72, 28, 29, 76, 61]]"
12154,"[{36: 1.6214075500112652}, [36, 76, 89, 55, 54, 81, 46, 96, 78, 67]]"
12155,"[{52: 8.477499833436214}, [52, 42, 35, 25, 36, 72, 53, 80, 22, 70]]"
12156,"[{89: 2.924089290807643}, [89, 72, 66, 80, 78, 73, 76, 93, 100, 29]]"
12157,"[{27: 9.77219616931316}, [27, 61, 32, 69, 62, 53, 89, 2, 21, 37]]"
12158,"[{11: 9.527599355870736}, [11, 40, 27, 48, 35, 32, 76, 63, 75, 64]]"
12159,"[{80: 5.747879980564697}, [80, 31, 72, 76, 100, 81, 83, 78, 87, 6]]"
12160,"[{29: 5.83085853953312}, [29, 35, 53, 21, 65, 32, 89, 52, 19, 20]]"
12161,"[{73: 3.6040918978345506}, [73, 80, 78, 89, 76, 100, 85, 87, 93, 77]]"
12162,"[{50: 3.028691251037343}, [50, 72, 31, 81, 89, 42, 100, 98, 12, 76]]"
12163,"[{62: 7.298970802992931}, [62, 10, 38, 48, 70, 9, 32, 89, 20, 90]]"
12164,"[{36: 2.508549790991088}, [36, 89, 53, 72, 81, 88, 76, 96, 93, 97]]"
12165,"[{89: 4.822400952801859}, [89, 62, 32, 35, 50, 66, 53, 93, 97, 98]]"
12166,"[{36: 7.121144580008483}, [36, 21, 14, 54, 73, 47, 93, 20, 98, 92]]"
12167,"[{91: -0.6382623318656286}, [91, 84, 60, 42, 2, 78, 25, 14, 32, 36]]"
12168,"[{76: 0.1602697034840157}, [76, 72, 81, 90, 44, 82, 84, 83, 67, 24]]"
12169,"[{62: 7.605066195904333}, [62, 54, 49, 89, 53, 72, 29, 83, 42, 78]]"
12170,"[{49: 3.8468583991419476}, [49, 89, 69, 72, 65, 53, 78, 93, 88, 77]]"
12171,"[{35: 4.292720738474713}, [35, 100, 81, 42, 72, 14, 12, 6, 83, 2]]"
12172,"[{62: 5.142933142008865}, [62, 68, 48, 76, 72, 22, 42, 1, 31, 14]]"
12173,"[{50: 3.1754252391182693}, [50, 29, 27, 5, 81, 89, 72, 49, 62, 76]]"
12174,"[{66: 4.267661012234593}, [66, 31, 6, 72, 29, 39, 77, 83, 26, 45]]"
12175,"[{21: 7.759929459988027}, [21, 56, 72, 89, 48, 100, 38, 78, 40, 25]]"
12176,"[{89: 3.241381732260849}, [89, 53, 62, 35, 93, 76, 72, 91, 10, 6]]"
12177,"[{36: 5.1824619938085466}, [36, 89, 56, 72, 93, 88, 76, 96, 91, 97]]"
12178,"[{3: 2.5326064149072174}, [3, 89, 1, 10, 60, 78, 93, 86, 90, 88]]"
12179,"[{89: 2.9094856253233843}, [89, 76, 93, 72, 78, 88, 96, 73, 54, 92]]"
12180,"[{89: 2.196737170235023}, [89, 76, 93, 97, 78, 72, 95, 73, 36, 91]]"
12181,"[{50: 6.63223722128818}, [50, 66, 72, 26, 65, 46, 29, 76, 6, 83]]"
12182,"[{36: 4.673960853994518}, [36, 8, 89, 5, 10, 35, 62, 3, 68, 45]]"
12183,"[{36: 4.478868683566932}, [36, 89, 35, 32, 29, 27, 72, 76, 93, 68]]"
12184,"[{89: 1.5522449885681573}, [89, 95, 60, 8, 91, 88, 97, 93, 96, 94]]"
12185,"[{21: 8.360588063288485}, [21, 42, 83, 53, 11, 100, 78, 68, 36, 6]]"
12186,"[{89: 3.881715631861853}, [89, 32, 94, 91, 93, 96, 47, 76, 95, 97]]"
12187,"[{42: 1.972592943153922}, [42, 83, 72, 81, 89, 14, 76, 26, 35, 39]]"
